# ================================
# SNID: 100917
# RA: 127.53117370605469
# DEC: -2.7012557983398438
# ================================
NVAR: 4
VARNAMES: MJD FLT MAG MAGERR
61522.98710  i_LSST  28.04954  9.26332
61514.96780  z_LSST  24.61158  1.68602
61513.96810  z_LSST  24.52253  1.27015
61513.03170  z_LSST  24.66605  1.10880
61505.97540  i_LSST  24.58292  1.26286
61494.15500  g_LSST  24.86876  0.50050
61490.00830  i_LSST  30.58267  136.27321
61489.12800  z_LSST  24.60922  1.11145
61480.13180  i_LSST  24.18322  0.38742
61480.10790  r_LSST  25.50852  0.85367
61477.10510  z_LSST  26.15172  5.16399
61467.15520  i_LSST  25.48159  0.87889
61460.19180  z_LSST  24.38546  0.78750
61448.13050  r_LSST  27.72711  4.37517
61446.17410  z_LSST  24.58187  0.79423
61446.15080  i_LSST  25.08860  0.99258
61446.15030  i_LSST  25.76145  1.84461
61444.27540  r_LSST  26.99203  2.96674
61444.25160  g_LSST  26.97944  1.52697
61442.22330  r_LSST  26.52754  1.91174
61439.16650  g_LSST  27.06695  3.31290
61439.16460  g_LSST  24.75583  0.39424
61439.14270  r_LSST  24.85661  0.58855
61426.21530  z_LSST  24.17109  0.65817
61421.20160  r_LSST  25.88381  0.84669
61410.21570  g_LSST  26.07730  1.01092
61409.16170  g_LSST  26.15052  1.66256
61407.29360  z_LSST  24.85537  1.65499
61406.26590  i_LSST  27.84902  7.68728
61404.21220  r_LSST  25.79722  1.10752
61403.28040  z_LSST  25.17347  1.79181
61389.29220  i_LSST  26.03885  1.87572
61366.34190  i_LSST  24.93914  0.70803
61162.96280  r_LSST  25.02522  0.83677
61160.98560  z_LSST  25.61787  4.01999
61156.99840  z_LSST  26.43941  6.53385
61145.97500  i_LSST  23.60023  0.73575
61141.01940  z_LSST  24.06423  0.62230
61140.99530  i_LSST  24.32345  0.53474
61134.06280  i_LSST  24.93908  0.82182
61129.00100  z_LSST  24.58512  1.03702
61129.00050  z_LSST  24.63123  1.08201
61128.99020  i_LSST  24.14268  0.54366
61128.98970  i_LSST  25.65175  2.18252
61120.10540  u_LSST  27.26699  6.92695
61119.08560  z_LSST  24.34588  0.63537
61110.12190  i_LSST  25.17910  0.67487
61106.19370  z_LSST  25.79884  4.19639
61106.16930  i_LSST  29.21545  47.46607
61098.17360  z_LSST  23.74970  0.60920
61095.07070  i_LSST  24.68702  1.15565
61089.19670  u_LSST  25.15670  0.81709
61088.18900  g_LSST  26.01153  1.03522
61088.16940  u_LSST  25.53507  1.00999
61081.27550  z_LSST  23.33805  0.34155
61081.27420  z_LSST  23.97485  0.61401
61081.25180  i_LSST  23.93507  0.34638
61081.25050  i_LSST  23.85324  0.32123
61075.22340  z_LSST  23.37125  0.40167
61075.22250  z_LSST  23.15333  0.32863
61075.08840  r_LSST  23.96455  0.87520
61075.08790  r_LSST  24.77237  1.84178
61075.06460  g_LSST  28.59694  35.71161
61066.24910  i_LSST  23.65299  0.18985
61066.22360  z_LSST  23.95788  0.53490
61065.22460  i_LSST  23.62846  0.18684
61063.13190  g_LSST  25.95556  0.57343
61056.26200  r_LSST  24.06795  0.13377
61050.23840  r_LSST  23.96268  0.18853
61050.23800  r_LSST  24.25228  0.24616
61050.21430  g_LSST  26.17930  1.12666
61050.21390  g_LSST  27.35015  3.31228
61048.24370  i_LSST  23.83253  0.31345
61048.24280  i_LSST  24.23793  0.45533
61048.13970  i_LSST  23.79274  0.30217
61048.13880  i_LSST  23.97000  0.35576
61048.11600  r_LSST  24.26458  0.28796
61048.11510  r_LSST  24.49679  0.35663
61040.23280  r_LSST  27.62416  5.09834
61034.30040  i_LSST  24.67276  0.43180
61034.27630  r_LSST  27.58778  3.82594
61033.28240  r_LSST  29.08237  29.75341
61030.30830  i_LSST  26.33760  2.23299
61016.27980  z_LSST  23.79803  0.53912
60932.40570  i_LSST  23.60796  1.14205
60932.40260  i_LSST  26.74490  20.53351
60932.39640  i_LSST  24.86410  3.63199
60855.96320  z_LSST  23.25969  1.06341
60855.95700  z_LSST  22.93921  0.79161
60855.95390  z_LSST  24.10670  2.32010
